model,domain,dataset,left_id,top1,top2,gap,ratio,top1_right_id
potion-base-32m,chrome,lower,12086550-11c0-466b-b367-1d9e75b3910e,0.536718,0.504515,0.032203,0.935007,99146c54-4f37-4ab8-9327-5f3291665e1e
potion-base-32m,chrome,lower,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba,0.23636,0.229806,0.006554,0.99149,f3b19d1e-2d48-44e9-b4e1-defcae1a0197
potion-base-32m,chrome,lower,1704f00f-79e6-43a7-961b-cedd3724d5fd,0.509948,0.399071,0.110876,0.815492,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
potion-base-32m,chrome,lower,2888b4e6-5b47-4b57-8bf5-c73827890774,0.365376,0.300946,0.06443,0.907832,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805
potion-base-32m,chrome,lower,2ad9387a-65d8-4e33-ad5b-7580065a27ca,0.586071,0.547674,0.038397,0.915113,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263
potion-base-32m,chrome,lower,2ae9ba84-3a0d-4d4c-8338-3a1478dc5fe3,0.377433,0.373849,0.003584,0.994275,7b6c7e24-c58a-49fc-a5bb-d57b80e5b4c3
potion-base-32m,chrome,lower,3299584d-8f11-4457-bf4c-ce98f7600250,0.423093,0.414034,0.009059,0.984541,99146c54-4f37-4ab8-9327-5f3291665e1e
potion-base-32m,chrome,lower,35253b65-1c19-4304-8aa4-6884b8218fc0,0.550165,0.472853,0.077312,0.853339,6766f2b8-8a72-417f-a9e5-56fcaa735837
potion-base-32m,chrome,lower,368d9ba4-203c-40c1-9fa3-da2f1430ce63,0.350413,0.303064,0.047349,0.932061,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
potion-base-32m,chrome,lower,3720f614-37fd-4d04-8a6b-76f54f8c222d,0.429967,0.411912,0.018055,0.969298,480bcfea-d68f-4aaa-a0a9-2589ef319381
potion-base-32m,chrome,lower,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938,0.550108,0.547274,0.002833,0.993742,99146c54-4f37-4ab8-9327-5f3291665e1e
potion-base-32m,chrome,lower,47543840-672a-467d-80df-8f7c3b9788c9,0.417032,0.402646,0.014386,0.975918,fc6d8143-9452-4171-9459-7f515143419a
potion-base-32m,chrome,lower,480bcfea-d68f-4aaa-a0a9-2589ef319381,0.498558,0.445234,0.053324,0.90388,99146c54-4f37-4ab8-9327-5f3291665e1e
potion-base-32m,chrome,lower,59155008-fe71-45ec-8a8f-dc35497b6aa8,0.373849,0.121256,0.252593,0.712552,2ae9ba84-3a0d-4d4c-8338-3a1478dc5fe3
potion-base-32m,chrome,lower,6766f2b8-8a72-417f-a9e5-56fcaa735837,0.550948,0.550165,0.000783,0.998259,e1e75309-3ddb-4d09-92ec-de869c928143
potion-base-32m,chrome,lower,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,0.438327,0.419643,0.018683,0.967807,f79439ad-3ee8-4f99-a518-0eb60e5652b0
potion-base-32m,chrome,lower,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263,0.586071,0.439998,0.146073,0.739156,2ad9387a-65d8-4e33-ad5b-7580065a27ca
potion-base-32m,chrome,lower,7b6c7e24-c58a-49fc-a5bb-d57b80e5b4c3,0.547275,0.540343,0.006932,0.984919,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938
potion-base-32m,chrome,lower,7f52cab9-535c-4835-ac8c-391ee64dc930,0.590649,0.424648,0.166001,0.711479,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
potion-base-32m,chrome,lower,82279c77-8fc6-46f6-9622-3ba96f61b477,0.302999,0.294256,0.008743,0.987611,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
potion-base-32m,chrome,lower,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a,0.47136,0.404648,0.066712,0.887945,f79439ad-3ee8-4f99-a518-0eb60e5652b0
potion-base-32m,chrome,lower,93eabf48-6a27-4cb6-b963-7d5fe1e0d3a9,0.464591,0.406393,0.058198,0.901959,030eeff7-b492-4218-b312-701ec99ee0cc
potion-base-32m,chrome,lower,9656a811-9b5b-4ddf-99c7-5117bcef0626,0.445832,0.372101,0.073731,0.882576,030eeff7-b492-4218-b312-701ec99ee0cc
potion-base-32m,chrome,lower,99146c54-4f37-4ab8-9327-5f3291665e1e,0.550108,0.547674,0.002433,0.99462,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938
potion-base-32m,chrome,lower,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805,0.416762,0.365376,0.051386,0.919029,7f52cab9-535c-4835-ac8c-391ee64dc930
potion-base-32m,chrome,lower,9f935cce-0a9f-435f-8007-817732bfc0a5,0.486422,0.354782,0.131641,0.795975,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
potion-base-32m,chrome,lower,a728a36e-8bf1-4bb6-9a03-ef039a5233f0,0.286146,0.229806,0.05634,0.92685,f3b19d1e-2d48-44e9-b4e1-defcae1a0197
potion-base-32m,chrome,lower,a96b564e-dbe9-42c3-9ccf-b4498073438a,0.256022,0.255218,0.000803,0.998921,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938
potion-base-32m,chrome,lower,ae78f875-5b98-4907-bbb5-9c737fc68c03,0.414079,0.410212,0.003867,0.993443,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
potion-base-32m,chrome,lower,af630914-714e-4a24-a7bb-f9af687d3b91,0.358818,0.331408,0.02741,0.959004,93eabf48-6a27-4cb6-b963-7d5fe1e0d3a9
potion-base-32m,chrome,lower,b070486d-e161-459b-aa2b-ef442d973b92,0.186934,0.121594,0.06534,0.925616,f0b971a1-6831-4b9b-a50e-22a6e47f45ba
potion-base-32m,chrome,lower,b4f95342-463e-4179-8c3f-193cd7241fb2,0.376727,0.36531,0.011416,0.982013,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
potion-base-32m,chrome,lower,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,0.590649,0.509948,0.080701,0.835322,7f52cab9-535c-4835-ac8c-391ee64dc930
potion-base-32m,chrome,lower,bb5e4c0d-f964-439c-97b6-bdb9747de3f4,0.448507,0.412461,0.036047,0.938648,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938
potion-base-32m,chrome,lower,c1fa57f3-c3db-4596-8f09-020701085416,0.404625,0.373047,0.031578,0.949633,fc6d8143-9452-4171-9459-7f515143419a
potion-base-32m,chrome,lower,cabb3bae-cccb-41bd-9f5d-0f3a9fecd825,0.439248,0.424648,0.0146,0.974624,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
potion-base-32m,chrome,lower,da46d875-6b82-4681-9284-653b0c7ae241,0.345481,0.32978,0.015702,0.976572,12086550-11c0-466b-b367-1d9e75b3910e
potion-base-32m,chrome,lower,e1e75309-3ddb-4d09-92ec-de869c928143,0.550948,0.482063,0.068885,0.867001,6766f2b8-8a72-417f-a9e5-56fcaa735837
potion-base-32m,chrome,lower,f0b971a1-6831-4b9b-a50e-22a6e47f45ba,0.360315,0.334536,0.025779,0.961261,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805
potion-base-32m,chrome,lower,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,0.323694,0.32032,0.003374,0.995036,c1fa57f3-c3db-4596-8f09-020701085416
potion-base-32m,chrome,lower,f5d96daf-83a8-4c86-9686-bada31fc66ab,0.275107,0.209183,0.065924,0.916638,82279c77-8fc6-46f6-9622-3ba96f61b477
potion-base-32m,chrome,lower,f79439ad-3ee8-4f99-a518-0eb60e5652b0,0.47136,0.438327,0.033033,0.941187,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a
potion-base-32m,chrome,lower,fc6d8143-9452-4171-9459-7f515143419a,0.419643,0.417032,0.002612,0.99552,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
potion-base-32m,chrome,cross_floor,030eeff7-b492-4218-b312-701ec99ee0cc,0.384509,0.36226,0.022249,0.965113,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81
potion-base-32m,chrome,cross_floor,06fe7178-4491-4589-810f-2e2bc9502122,0.377093,0.319617,0.057476,0.915523,5ac2891a-eacd-4954-b339-98abba077adb
potion-base-32m,chrome,cross_floor,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217,0.199534,0.159314,0.04022,0.952158,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,12086550-11c0-466b-b367-1d9e75b3910e,0.363757,0.352022,0.011736,0.981889,8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89
potion-base-32m,chrome,cross_floor,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba,0.269425,0.196586,0.072839,0.909338,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,1704f00f-79e6-43a7-961b-cedd3724d5fd,0.228127,0.222451,0.005676,0.992701,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,2888b4e6-5b47-4b57-8bf5-c73827890774,0.227584,0.212368,0.015217,0.980681,d16c99dc-2a1e-46f2-b350-d97c86c85c15
potion-base-32m,chrome,cross_floor,2ad9387a-65d8-4e33-ad5b-7580065a27ca,0.446388,0.425097,0.021292,0.962965,8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89
potion-base-32m,chrome,cross_floor,2ae9ba84-3a0d-4d4c-8338-3a1478dc5fe3,0.301792,0.29364,0.008152,0.988459,8f080098-ddb1-424c-b438-4e96e5e4786e
potion-base-32m,chrome,cross_floor,3299584d-8f11-4457-bf4c-ce98f7600250,0.336155,0.334623,0.001533,0.997697,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81
potion-base-32m,chrome,cross_floor,35253b65-1c19-4304-8aa4-6884b8218fc0,0.427907,0.40523,0.022677,0.961872,5ca86c6f-f317-49d8-b6a7-b527541caae8
potion-base-32m,chrome,cross_floor,368d9ba4-203c-40c1-9fa3-da2f1430ce63,0.206788,0.17081,0.035978,0.956611,bba3381f-b5eb-4439-bd9e-80c22218d5a7
potion-base-32m,chrome,cross_floor,3720f614-37fd-4d04-8a6b-76f54f8c222d,0.299,0.255834,0.043166,0.941995,5ca86c6f-f317-49d8-b6a7-b527541caae8
potion-base-32m,chrome,cross_floor,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938,0.401135,0.305908,0.095227,0.862804,386dbd0e-0241-4a0a-b6a2-6704fba26b1c
potion-base-32m,chrome,cross_floor,47543840-672a-467d-80df-8f7c3b9788c9,0.226518,0.204482,0.022036,0.9723,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,480bcfea-d68f-4aaa-a0a9-2589ef319381,0.388729,0.324018,0.064711,0.904271,5ca86c6f-f317-49d8-b6a7-b527541caae8
potion-base-32m,chrome,cross_floor,59155008-fe71-45ec-8a8f-dc35497b6aa8,0.264445,0.12413,0.140315,0.8398,b148e375-fe0b-4bec-90e7-38632b0d73c2
potion-base-32m,chrome,cross_floor,6766f2b8-8a72-417f-a9e5-56fcaa735837,0.529714,0.476927,0.052787,0.899082,8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89
potion-base-32m,chrome,cross_floor,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,0.278838,0.114636,0.164202,0.814537,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263,0.312641,0.303148,0.009493,0.986377,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
potion-base-32m,chrome,cross_floor,7b6c7e24-c58a-49fc-a5bb-d57b80e5b4c3,0.403859,0.327507,0.076352,0.886465,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
potion-base-32m,chrome,cross_floor,7f52cab9-535c-4835-ac8c-391ee64dc930,0.292899,0.213078,0.079821,0.898566,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,82279c77-8fc6-46f6-9622-3ba96f61b477,0.235284,0.232735,0.002549,0.996678,7b7617bd-57cc-468e-9c91-40c4ec2bcb3d
potion-base-32m,chrome,cross_floor,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a,0.153241,0.129911,0.02333,0.973187,fba2c100-79e8-42df-ae74-b592418d54f4
potion-base-32m,chrome,cross_floor,93eabf48-6a27-4cb6-b963-7d5fe1e0d3a9,0.463804,0.460327,0.003477,0.993557,d06f0d4d-2cd5-4ede-8de9-598629438c6e
potion-base-32m,chrome,cross_floor,9656a811-9b5b-4ddf-99c7-5117bcef0626,0.230894,0.221651,0.009243,0.988125,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81
potion-base-32m,chrome,cross_floor,99146c54-4f37-4ab8-9327-5f3291665e1e,0.387582,0.345296,0.042287,0.935411,5ca86c6f-f317-49d8-b6a7-b527541caae8
potion-base-32m,chrome,cross_floor,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805,0.195796,0.157226,0.03857,0.954235,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,9f935cce-0a9f-435f-8007-817732bfc0a5,0.132435,0.115904,0.016531,0.981301,8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89
potion-base-32m,chrome,cross_floor,a728a36e-8bf1-4bb6-9a03-ef039a5233f0,0.203741,0.170781,0.03296,0.960252,5ca86c6f-f317-49d8-b6a7-b527541caae8
potion-base-32m,chrome,cross_floor,a96b564e-dbe9-42c3-9ccf-b4498073438a,0.213388,0.204259,0.009129,0.988527,bba3381f-b5eb-4439-bd9e-80c22218d5a7
potion-base-32m,chrome,cross_floor,ae78f875-5b98-4907-bbb5-9c737fc68c03,0.292365,0.267325,0.02504,0.965824,2e6f678f-472d-4c55-99cc-8e7c5c402a71
potion-base-32m,chrome,cross_floor,af630914-714e-4a24-a7bb-f9af687d3b91,0.326253,0.320368,0.005885,0.99134,d16c99dc-2a1e-46f2-b350-d97c86c85c15
potion-base-32m,chrome,cross_floor,b070486d-e161-459b-aa2b-ef442d973b92,0.155223,0.129148,0.026075,0.970058,38f48d40-764e-4e77-a7cf-51dfce880291
potion-base-32m,chrome,cross_floor,b4f95342-463e-4179-8c3f-193cd7241fb2,0.168589,0.125062,0.043527,0.950252,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,0.226976,0.167316,0.05966,0.928352,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,bb5e4c0d-f964-439c-97b6-bdb9747de3f4,0.287946,0.264391,0.023555,0.967979,5ca86c6f-f317-49d8-b6a7-b527541caae8
potion-base-32m,chrome,cross_floor,c1fa57f3-c3db-4596-8f09-020701085416,0.175251,0.142459,0.032792,0.96176,5ca86c6f-f317-49d8-b6a7-b527541caae8
potion-base-32m,chrome,cross_floor,cabb3bae-cccb-41bd-9f5d-0f3a9fecd825,0.330185,0.187599,0.142587,0.824487,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,da46d875-6b82-4681-9284-653b0c7ae241,0.308484,0.234262,0.074221,0.903072,386dbd0e-0241-4a0a-b6a2-6704fba26b1c
potion-base-32m,chrome,cross_floor,e1e75309-3ddb-4d09-92ec-de869c928143,0.5035,0.496526,0.006973,0.98615,8f080098-ddb1-424c-b438-4e96e5e4786e
potion-base-32m,chrome,cross_floor,f0b971a1-6831-4b9b-a50e-22a6e47f45ba,0.284968,0.227032,0.057936,0.925048,7882ed6e-bece-4bf0-bada-c32dc1ddae72
potion-base-32m,chrome,cross_floor,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,0.207886,0.157504,0.050383,0.940198,bba3381f-b5eb-4439-bd9e-80c22218d5a7
potion-base-32m,chrome,cross_floor,f5d96daf-83a8-4c86-9686-bada31fc66ab,0.219334,0.172781,0.046553,0.943723,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
potion-base-32m,chrome,cross_floor,f79439ad-3ee8-4f99-a518-0eb60e5652b0,0.190731,0.188883,0.001848,0.997721,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
potion-base-32m,chrome,cross_floor,fc6d8143-9452-4171-9459-7f515143419a,0.086739,0.064458,0.022281,0.976184,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
potion-base-32m,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v0,0.954656,0.509213,0.445443,0.092391,030eeff7-b492-4218-b312-701ec99ee0cc
potion-base-32m,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v1,0.942884,0.495634,0.44725,0.113243,030eeff7-b492-4218-b312-701ec99ee0cc
potion-base-32m,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v2,0.857304,0.546633,0.310671,0.314747,030eeff7-b492-4218-b312-701ec99ee0cc
potion-base-32m,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v3,0.913749,0.549235,0.364514,0.191343,030eeff7-b492-4218-b312-701ec99ee0cc
potion-base-32m,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v4,0.820576,0.547634,0.272942,0.396634,030eeff7-b492-4218-b312-701ec99ee0cc
potion-base-32m,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v0,0.76284,0.444387,0.318453,0.426844,06fe7178-4491-4589-810f-2e2bc9502122
potion-base-32m,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v1,0.714713,0.423846,0.290867,0.495158,06fe7178-4491-4589-810f-2e2bc9502122
potion-base-32m,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v2,0.964472,0.439832,0.524641,0.063423,06fe7178-4491-4589-810f-2e2bc9502122
potion-base-32m,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v3,0.801288,0.481388,0.3199,0.383161,06fe7178-4491-4589-810f-2e2bc9502122
potion-base-32m,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v4,0.629121,0.369798,0.259323,0.588508,06fe7178-4491-4589-810f-2e2bc9502122
potion-base-32m,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v0,0.74383,0.383748,0.360082,0.415691,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
potion-base-32m,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v1,0.711084,0.3864,0.324684,0.470854,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
potion-base-32m,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v2,0.810592,0.317559,0.493032,0.277546,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
potion-base-32m,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v3,0.885796,0.470859,0.414937,0.215828,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
potion-base-32m,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v4,0.786547,0.286524,0.500023,0.299174,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
potion-base-32m,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v0,0.896254,0.437297,0.458958,0.18437,12086550-11c0-466b-b367-1d9e75b3910e
potion-base-32m,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v1,0.851329,0.430314,0.421015,0.26097,12086550-11c0-466b-b367-1d9e75b3910e
potion-base-32m,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v2,0.871782,0.442146,0.429636,0.229841,12086550-11c0-466b-b367-1d9e75b3910e
potion-base-32m,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v3,0.877642,0.456859,0.420784,0.225278,12086550-11c0-466b-b367-1d9e75b3910e
potion-base-32m,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v4,0.849412,0.459116,0.390296,0.278411,12086550-11c0-466b-b367-1d9e75b3910e
potion-base-32m,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v0,0.938969,0.265376,0.673593,0.083078,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
potion-base-32m,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v1,0.85869,0.278435,0.580256,0.195838,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
potion-base-32m,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v2,0.864634,0.259619,0.605015,0.182833,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
potion-base-32m,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v3,0.975554,0.239275,0.736279,0.032135,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
potion-base-32m,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v4,0.880571,0.300458,0.580113,0.170725,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
potion-base-32m,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v0,0.914199,0.559147,0.355053,0.194624,1704f00f-79e6-43a7-961b-cedd3724d5fd
potion-base-32m,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v1,0.916329,0.474783,0.441546,0.159308,1704f00f-79e6-43a7-961b-cedd3724d5fd
potion-base-32m,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v2,0.928977,0.527156,0.401821,0.150205,1704f00f-79e6-43a7-961b-cedd3724d5fd
potion-base-32m,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v3,0.889446,0.537747,0.351699,0.239164,1704f00f-79e6-43a7-961b-cedd3724d5fd
potion-base-32m,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v4,0.855114,0.50378,0.351335,0.291978,1704f00f-79e6-43a7-961b-cedd3724d5fd
